job_id,phase,model,dataset,seed,artifact_dir,scored_dir,has_checkpoint,has_predictions,has_scored
p2-sciplex-primary-random-seed23,P2,random,sciplex_drug_disjoint_v2,23.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-random-seed23/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-random-seed23/scored,False,True,True
p2-sciplex-primary-random-seed42,P2,random,sciplex_drug_disjoint_v2,42.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-random-seed42/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-random-seed42/scored,False,True,True
p2-sciplex-primary-random-seed67,P2,random,sciplex_drug_disjoint_v2,67.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-random-seed67/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-random-seed67/scored,False,True,True
p2-sciplex-primary-random-seed101,P2,random,sciplex_drug_disjoint_v2,101.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-random-seed101/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-random-seed101/scored,False,True,True
p2-sciplex-primary-mean-deterministic,P2,mean,sciplex_drug_disjoint_v2,,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-mean-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-mean-deterministic/scored,False,True,True
p2-sciplex-primary-ridge-deterministic,P2,ridge,sciplex_drug_disjoint_v2,,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-ridge-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-ridge-deterministic/scored,False,True,True
p2-sciplex-primary-oracle-deterministic,P2,oracle,sciplex_drug_disjoint_v2,,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-oracle-deterministic/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-primary-oracle-deterministic/scored,False,True,True
p2-sciplex-scaffold-cytobridge-seed11,P2,cytobridge,sciplex_scaffold_disjoint_v2,11.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed11/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed11/scored,True,True,True
p2-sciplex-scaffold-cytobridge-seed23,P2,cytobridge,sciplex_scaffold_disjoint_v2,23.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed23/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed23/scored,True,True,True
p2-sciplex-scaffold-cytobridge-seed42,P2,cytobridge,sciplex_scaffold_disjoint_v2,42.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed42/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed42/scored,True,True,True
p2-sciplex-scaffold-cytobridge-seed67,P2,cytobridge,sciplex_scaffold_disjoint_v2,67.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed67/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed67/scored,True,True,True
p2-sciplex-scaffold-cytobridge-seed101,P2,cytobridge,sciplex_scaffold_disjoint_v2,101.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed101/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-cytobridge-seed101/scored,True,True,True
p2-sciplex-scaffold-chemcpa-seed11,P2,chemcpa,sciplex_scaffold_disjoint_v2,11.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed11/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed11/scored,False,True,True
p2-sciplex-scaffold-chemcpa-seed23,P2,chemcpa,sciplex_scaffold_disjoint_v2,23.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed23/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed23/scored,False,True,True
p2-sciplex-scaffold-chemcpa-seed42,P2,chemcpa,sciplex_scaffold_disjoint_v2,42.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed42/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed42/scored,False,True,True
p2-sciplex-scaffold-chemcpa-seed67,P2,chemcpa,sciplex_scaffold_disjoint_v2,67.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed67/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed67/scored,False,True,True
p2-sciplex-scaffold-chemcpa-seed101,P2,chemcpa,sciplex_scaffold_disjoint_v2,101.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed101/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-chemcpa-seed101/scored,False,True,True
p2-sciplex-scaffold-biolord-seed11,P2,biolord,sciplex_scaffold_disjoint_v2,11.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed11/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed11/scored,False,True,True
p2-sciplex-scaffold-biolord-seed23,P2,biolord,sciplex_scaffold_disjoint_v2,23.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed23/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed23/scored,False,True,True
p2-sciplex-scaffold-biolord-seed42,P2,biolord,sciplex_scaffold_disjoint_v2,42.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed42/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed42/scored,False,True,True
p2-sciplex-scaffold-biolord-seed67,P2,biolord,sciplex_scaffold_disjoint_v2,67.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed67/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed67/scored,False,True,True
p2-sciplex-scaffold-biolord-seed101,P2,biolord,sciplex_scaffold_disjoint_v2,101.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed101/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-biolord-seed101/scored,False,True,True
p2-sciplex-scaffold-random-seed11,P2,random,sciplex_scaffold_disjoint_v2,11.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed11/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed11/scored,False,True,True
p2-sciplex-scaffold-random-seed23,P2,random,sciplex_scaffold_disjoint_v2,23.0,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed23/artifact,/root/autodl-tmp/0accept_revision/experiments/runs/p2-sciplex-scaffold-random-seed23/scored,False,True,True
